,particle_id,particle_type,vx,vy,vz,px,py,pz,q,nhits,pt
42,4508272551788544,-321,0.0405124,0.0272868,6.03927,1.53711,-0.908524,21.5752,-1,0,1.7855315
43,4508341271265280,-211,0.0405124,0.0272868,6.03927,0.10653,-0.315435,8.68136,-1,1,0.33293825
44,4508409990742016,-211,0.0405124,0.0272868,6.03927,-0.0981065,-0.063203,1.07472,-1,0,0.11670263
45,4508478710218752,211,0.0405124,0.0272868,6.03927,0.250926,-0.00889969,2.65668,1,0,0.25108376
46,4508684868648960,-321,0.0405124,0.0272868,6.03927,-0.504493,0.244197,-2.48537,-1,13,0.56048673
47,4508753588125696,2212,0.0405124,0.0272868,6.03927,-0.61995,-0.480073,-7.7943,1,14,0.78409696
48,4508891027079168,-211,0.0405124,0.0272868,6.03927,0.473943,0.0200099,0.422186,-1,14,0.4743652
49,4509097185509376,-211,0.0405124,0.0272868,6.03927,0.575745,-0.246195,-14.0266,-1,14,0.6261743
50,4509234624462848,211,0.0405124,0.0272868,6.03927,0.463138,-0.331234,0.612272,1,11,0.56939685
51,4509303343939584,-211,0.0405124,0.0272868,6.03927,0.129532,0.348893,8.96297,-1,11,0.3721624
52,4509646941323264,211,0.0405124,0.0272868,6.03927,0.00900266,-0.312897,0.16664,1,14,0.3130265
53,4509715660800000,-211,0.0405124,0.0272868,6.03927,-0.0640777,0.330544,0.890123,-1,14,0.3366976
54,4510059258183680,211,0.0405124,0.0272868,6.03927,0.161764,0.0712777,0.434995,1,2,0.17677133
55,4510127977660416,-211,0.0405124,0.0272868,6.03927,0.64926,-0.0587517,-4.83379,-1,10,0.6519128
56,4510265416613888,2212,0.0405124,0.0272868,6.03927,-0.0813324,-0.556829,1.37471,1,12,0.56273746
57,4510334136090624,-321,0.0405124,0.0272868,6.03927,14.3442,3.81301,53.8643,-1,10,14.842342
58,4510471575044096,211,0.0405124,0.0272868,6.03927,0.0848791,-0.196048,-4.6012,1,13,0.21363352
59,4510746452951040,211,0.0405124,0.0272868,6.03927,1.60234,-0.204271,-1.02272,1,12,1.615308
60,4510815172427776,-211,0.0405124,0.0272868,6.03927,1.24212,-0.568895,-1.49722,-1,11,1.3662004
61,4510952611381248,-211,0.0405124,0.0272868,6.03927,-14.126,-8.9196,35.4975,-1,11,16.70638
62,4511090050334720,211,0.0405124,0.0272868,6.03927,0.59147,0.437084,-1.47324,1,13,0.7354449
63,4511158769811456,-211,0.0405124,0.0272868,6.03927,0.700937,1.03051,-1.30014,-1,11,1.2462999
64,4511227489288192,2212,0.0405124,0.0272868,6.03927,0.900065,-1.18291,-11.9258,1,12,1.4864028
65,4511364928241664,-211,0.0405124,0.0272868,6.03927,-0.221903,-0.0644418,-0.444115,-1,13,0.23107073
66,4511433647718400,-211,0.0405124,0.0272868,6.03927,0.731587,-0.155766,-4.4247,-1,3,0.74798566
67,4511502367195136,211,0.0405124,0.0272868,6.03927,-0.399379,0.12165,-9.0547,1,13,0.41749528
68,4511639806148608,-211,0.0405124,0.0272868,6.03927,-0.213825,0.594424,-8.51797,-1,12,0.6317128
69,4511708525625344,211,0.0405124,0.0272868,6.03927,-0.266246,0.363486,-0.571605,1,14,0.4505652
70,4511845964578816,-211,0.0405124,0.0272868,6.03927,4.21316,0.901719,15.4033,-1,1,4.3085747
71,4511914684055552,211,0.0405124,0.0272868,6.03927,0.211365,-0.0552121,0.461311,1,12,0.21845718
72,4511983403532288,-211,0.0405124,0.0272868,6.03927,0.431065,0.122202,5.56877,-1,13,0.44805175
73,4512052123009024,211,0.0405124,0.0272868,6.03927,1.15948,0.156383,13.4453,1,12,1.1699784
74,4512120842485760,-211,0.0405124,0.0272868,6.03927,0.355087,-0.25139,4.83199,-1,0,0.4350675
75,4512258281439232,211,0.0405124,0.0272868,6.03927,0.619202,0.340535,5.86551,1,15,0.70666486
76,4512395720392704,-321,0.0405124,0.0272868,6.03927,-1.32865,-1.55883,-2.97305,-1,9,2.0482337
77,4512464439869440,211,0.0405124,0.0272868,6.03927,-0.19249,-0.373646,-1.17006,1,13,0.42031384
78,4512533159346176,211,0.0405124,0.0272868,6.03927,-0.907076,-0.963479,-0.73421,1,13,1.3232833
79,4512670598299648,-211,0.0405124,0.0272868,6.03927,-0.410704,-0.567656,-0.706434,-1,12,0.70065045
80,4512808037253120,321,0.0405124,0.0272868,6.03927,0.0310978,-0.159103,3.23575,1,12,0.16211367
81,4512876756729856,-211,0.0405124,0.0272868,6.03927,0.141079,0.345265,0.928685,-1,14,0.37297615
82,4513289073590272,211,0.0405124,0.0272868,6.03927,0.708947,0.106497,-8.2403,1,13,0.7169013
83,4513357793067008,-211,0.0405124,0.0272868,6.03927,-0.483834,0.635697,-6.1445,-1,7,0.79887795
84,4513495232020480,-211,0.0405124,0.0272868,6.03927,-0.185139,-0.44663,-4.12828,-1,3,0.48348197
85,4513563951497216,211,0.0405124,0.0272868,6.03927,-0.279216,0.4564,-1.1338,1,13,0.5350351
86,4513701390450688,-321,0.0405124,0.0272868,6.03927,0.42981,0.562307,-0.0656357,-1,12,0.7077611
87,4513770109927424,-211,0.0405124,0.0272868,6.03927,0.0965426,-0.164818,1.01521,-1,12,0.19101164
88,4513838829404160,211,0.0405124,0.0272868,6.03927,0.617047,-0.109341,0.336227,1,13,0.62665975
89,4513907548880896,-211,0.0405124,0.0272868,6.03927,-0.0484961,0.359856,0.313724,-1,6,0.36310908
90,4513976268357632,211,0.0405124,0.0272868,6.03927,0.590756,0.480619,0.501402,1,11,0.76156896
91,4514044987834368,-211,0.0405124,0.0272868,6.03927,-0.275862,-0.251734,0.235431,-1,14,0.37345663
92,4514113707311104,211,0.0405124,0.0272868,6.03927,0.0516977,0.0965529,0.214455,1,0,0.10952221
93,4514182426787840,211,0.0405124,0.0272868,6.03927,0.185242,0.778389,-0.716127,1,10,0.80012745
94,4514251146264576,-211,0.0405124,0.0272868,6.03927,0.036838,-0.147742,-0.684844,-1,10,0.15226535
95,4514319865741312,-211,0.0405124,0.0272868,6.03927,-0.122917,0.294841,-0.795465,-1,14,0.3194367
96,4514457304694784,211,0.0405124,0.0272868,6.03927,-0.0587084,-0.273462,0.465431,1,5,0.27969295
97,4514594743648256,211,0.0405124,0.0272868,6.03927,0.382448,-0.276567,3.67664,1,11,0.4719701
98,4514663463124992,-211,0.0405124,0.0272868,6.03927,-0.121013,-0.307262,7.62224,-1,11,0.33023337
99,4514732182601728,211,0.0405124,0.0272868,6.03927,0.519418,-0.323426,3.24214,1,10,0.6118819
100,4514800902078464,-211,0.0405124,0.0272868,6.03927,-0.140001,-0.0697612,3.89614,-1,13,0.15641901
101,4514869621555200,211,0.0405124,0.0272868,6.03927,-0.235222,-0.405231,5.93837,1,10,0.46855262
102,4514938341031936,-211,0.0405124,0.0272868,6.03927,0.268506,-0.462906,11.2745,-1,13,0.5351424
103,4515007060508672,211,0.0405124,0.0272868,6.03927,0.181021,0.037378,1.70612,1,10,0.18483971
104,4515075779985408,211,0.0405124,0.0272868,6.03927,0.395905,-0.167652,5.82125,1,14,0.42993948
105,4515213218938880,211,0.0405124,0.0272868,6.03927,0.719408,-1.50341,17.8471,1,10,1.6666701
106,4515419377369088,211,0.0405124,0.0272868,6.03927,-0.00828993,0.1308,-0.60505,1,0,0.13106243
107,4515488096845824,-2212,0.0405124,0.0272868,6.03927,-0.381546,0.430273,-1.53008,-1,11,0.5750758
108,4515625535799296,-211,0.0405124,0.0272868,6.03927,-0.0974893,-0.184851,2.37657,-1,9,0.20898339
109,4515831694229504,211,0.0405124,0.0272868,6.03927,0.250887,0.411377,-1.89475,1,12,0.48184577
110,4515900413706240,-211,0.0405124,0.0272868,6.03927,-0.147698,-0.19426,-3.2209,-1,9,0.24403207
111,4515969133182976,-211,0.0405124,0.0272868,6.03927,0.0480494,-0.155711,-0.188924,-1,5,0.162956
112,4516037852659712,211,0.0405124,0.0272868,6.03927,0.0560266,0.371766,0.34659,1,12,0.375964
113,4516106572136448,-211,0.0405124,0.0272868,6.03927,-0.126384,-0.129399,0.97362,-1,8,0.18087846
114,4516175291613184,211,0.0405124,0.0272868,6.03927,0.0339895,0.482239,2.16578,1,1,0.48343536
115,4516244011089920,-211,0.0405124,0.0272868,6.03927,-0.568297,0.242602,3.6277,-1,13,0.6179136
116,4516312730566656,211,0.0405124,0.0272868,6.03927,-0.0295739,0.177563,-0.0150584,1,9,0.18000898
117,4516381450043392,-211,0.0405124,0.0272868,6.03927,-0.36903,0.0828533,-0.358123,-1,11,0.37821662
118,4516450169520128,211,0.0405124,0.0272868,6.03927,-0.380588,0.153279,1.17119,1,12,0.41029462
119,4516518888996864,-211,0.0405124,0.0272868,6.03927,0.256282,-0.0512772,0.388967,-1,13,0.26136148
120,4516862486380544,211,0.0405124,0.0272868,6.03927,0.261432,-0.358207,0.225639,1,15,0.44346243
121,4516931205857280,-211,0.0405124,0.0272868,6.03927,0.0998189,-0.250459,-0.518993,-1,13,0.26961735
122,4517068644810752,-211,0.0405124,0.0272868,6.03927,0.368542,-0.453273,-1.26357,-1,5,0.5841914
123,4517137364287488,211,0.0405124,0.0272868,6.03927,0.0416888,-0.188367,-0.744669,1,2,0.19292507
124,4517618400624640,211,0.0405124,0.0272868,6.03927,-2.62527,1.47165,10.1105,1,4,3.0096173
125,4517687120101376,-211,0.0405124,0.0272868,6.03927,-4.48291,2.23124,15.0544,-1,9,5.007486
126,4504630436302849,-211,-136.845,-218.909,752.194,-0.0782876,0.280398,-0.28147,-1,1,0.29112196
127,4504767875256321,211,-180.024,-87.1274,586.159,0.114935,-0.0996725,-0.109237,1,1,0.1521337
128,4504767875260418,211,-180.024,-87.1274,586.159,-0.410791,0.166579,0.164105,1,6,0.44328073
129,4505317631070209,2212,-191.333,58.238,-1968.08,0.177967,-0.0468731,0.292524,1,6,0.18403624
130,4505317631074306,2212,-191.333,58.238,-1968.08,-0.173126,0.018165,-0.0726856,1,1,0.17407636
131,4505317631078402,2212,-191.333,58.238,-1968.08,-0.0170336,0.11833,0.0182663,1,0,0.11954971
132,4505523806277633,2212,296.691,-583.636,454.089,-0.115901,-0.0421473,-0.308421,1,0,0.12332655
133,4505523789500417,-211,244.775,56.7569,1215.5,-0.201285,0.0144128,-0.125836,-1,6,0.20180036
134,4505523789504514,2212,244.775,56.7569,1215.5,0.196039,0.0275357,-0.259735,1,3,0.1979634
135,4507654110056449,211,-137.074,-145.639,-76.412,0.349309,-0.0594397,-0.0461187,1,0,0.35433015
136,4507654110060546,2212,-137.074,-145.639,-76.412,-0.256771,0.148849,-0.185075,1,6,0.29679516
137,4507654093279233,-211,54.6304,51.3341,91.7888,-0.212914,-0.103237,-0.141828,-1,0,0.23662259
138,4508272568569857,211,40.4374,-23.4458,570.569,0.109829,0.0210765,-0.112996,1,1,0.111833036
139,4508272568573954,-211,40.4374,-23.4458,570.569,-0.300726,-0.179739,0.197915,-1,8,0.35034588
140,4508341288046593,2212,10.8501,-29.2295,817.5,0.271389,0.25523,-0.0819416,1,1,0.37255114
141,4508478743789570,2212,163.607,-115.033,734.216,0.422525,-0.0360665,0.0711772,1,6,0.4240615
142,4508478727000065,211,52.9101,-5.20985,570.569,-0.434948,0.199789,0.36362,1,6,0.47863913
143,4508478727004162,-211,52.9101,-5.20985,570.569,0.164104,-0.0650677,-0.039853,-1,3,0.17653309
144,4508478727008258,-211,52.9101,-5.20985,570.569,0.0832019,-0.144582,0.177349,-1,2,0.1668128
145,4508478727016450,2212,52.9101,-5.20985,570.569,0.105713,0.0562607,0.694479,1,1,0.11975185
146,4508478727020546,2212,52.9101,-5.20985,570.569,0.116179,-0.0632685,0.742713,1,1,0.1322893
147,4510059274964993,211,33.2943,12.3504,93.1695,0.265344,0.230954,-0.0872105,1,9,0.35177717
148,4511433664499713,-211,96.2587,-16.585,-570.569,-0.112011,-0.0821956,0.113387,-1,0,0.13893373
149,4511433664503810,-211,96.2587,-16.585,-570.569,0.0275339,-0.110588,-0.0440712,-1,1,0.11396412
150,4511433664507906,2212,96.2587,-16.585,-570.569,-0.0638705,-0.096765,0.00525002,1,0,0.11594354
151,4511433664512002,-211,96.2587,-16.585,-570.569,0.0955318,0.19268,0.182385,-1,4,0.21506257
152,4511708542406657,2212,-12.0732,884.631,-1181.87,-0.0325093,0.393841,-0.122793,1,1,0.39518043
153,4511708542410754,211,-12.0732,884.631,-1181.87,0.253855,0.163965,0.0705088,1,0,0.30220336
154,4511708542414850,2212,-12.0732,884.631,-1181.87,0.124785,-0.155426,-0.23789,1,4,0.19932018
155,4511708542418946,2212,-12.0732,884.631,-1181.87,-0.097984,-0.0359645,-0.274961,1,1,0.10437581
156,4511845981360129,2212,34.7019,7.53794,132.833,0.0911868,0.102208,0.0736143,1,1,0.13697265
157,4511845981364226,-211,34.7019,7.53794,132.833,0.270585,0.203907,0.0903282,-1,9,0.3388131
158,4511845981368322,-211,34.7019,7.53794,132.833,-0.12957,-0.099292,-0.0517578,-1,7,0.16323997
159,4511845981372418,211,34.7019,7.53794,132.833,-0.0871459,-0.077411,-0.0387853,1,0,0.11656274
160,4512120859267073,-211,15.6732,-10.7401,216.818,-0.0957487,0.0760692,-0.307221,-1,1,0.12228792
161,4513357809848321,2212,-131.716,150.502,-1533.6,0.172155,0.0865634,0.232254,1,3,0.19269292
162,4513357809852418,2212,-131.716,150.502,-1533.6,-0.122592,0.096524,-0.04499,1,0,0.15603103
163,4513357809856514,2212,-131.716,150.502,-1533.6,-0.0637135,-0.304442,-0.254636,1,0,0.3110375
164,4513495265587202,-211,-56.7429,115.619,-570.569,0.257001,-0.231097,0.11475,-1,7,0.34562314
165,4513495248801793,-211,-12.8324,-33.1115,-297.679,-0.3118,-0.437873,-0.645893,-1,11,0.5375425
166,4513495248805890,211,-12.8324,-33.1115,-297.679,-0.196935,0.49776,-0.937221,1,2,0.53530216
167,4513495248814082,2212,-12.8324,-33.1115,-297.679,-0.0305379,-0.138452,-1.24287,1,0,0.14177983
168,4515625552580609,211,-41.6526,-257.749,2948.5,0.306263,-0.0792852,-0.0530184,1,0,0.31635925
169,4516106588917761,2212,-85.472,-180.816,1101.55,0.0145003,0.197458,-0.241364,1,6,0.1979897
170,4516106588921858,211,-85.472,-180.816,1101.55,-0.0170778,-0.410078,0.105402,1,1,0.41043344
171,4516175308394497,-211,2.86266,31.3279,146.951,0.0335752,0.184336,-0.0433543,-1,7,0.18736878
172,4516175308398594,2212,2.86266,31.3279,146.951,-0.517595,-0.0760108,0.784645,1,6,0.52314645
173,4516175308402690,211,2.86266,31.3279,146.951,0.16425,0.149605,0.356085,1,10,0.22217047
174,4516175308406786,2212,2.86266,31.3279,146.951,0.0118133,0.139668,0.651333,1,1,0.14016671
175,4517068661592065,2212,185.953,-175.06,-548.369,-0.136868,-0.0325468,-0.00536505,1,0,0.14068455
176,4517068661596162,211,185.953,-175.06,-548.369,0.0483222,-0.222398,0.156192,1,7,0.22758713
177,4517068661600258,2212,185.953,-175.06,-548.369,0.056208,0.269548,0.0438911,1,2,0.27534607
178,4517137381068801,211,7.53856,-71.2817,-270.619,0.0537696,-0.0890796,-0.0949846,1,1,0.10404973
179,4517137381072898,2212,7.53856,-71.2817,-270.619,-0.186452,-0.0867284,-0.0898294,1,9,0.205636
180,4517137381076994,-211,7.53856,-71.2817,-270.619,0.1397,0.331186,0.101535,-1,5,0.35944435
181,4517618417405953,2212,-222.492,132.59,876.05,0.0853556,-0.0537418,0.0183993,1,0,0.10086506
182,4517618417410050,-211,-222.492,132.59,876.05,-0.421257,0.234788,-0.134558,-1,7,0.48226845
183,4517755839578112,13,-0.630428,0.447795,8.33535,-23.4952,14.7484,79.2612,-1,11,27.740578
184,4517893278531584,211,0.0405124,0.0272868,6.03927,-0.0601625,-0.0968319,0.492234,1,0,0.113999754
185,4518855351205888,211,0.0405124,0.0272868,6.03927,0.715857,-0.718254,0.650614,1,12,1.0140711
186,4518924070682624,-211,0.0405124,0.0272868,6.03927,0.831398,-0.581554,0.460419,-1,12,1.0146072
187,4519198948589568,321,0.0405124,0.0272868,6.03927,1.94419,-0.427445,-1.73937,1,12,1.9906241
188,4519267668066304,-321,0.0405124,0.0272868,6.03927,1.6483,-0.623974,-1.55612,-1,13,1.7624519
189,4519336387543040,211,0.0405124,0.0272868,6.03927,-7.45291,-4.79412,18.6755,1,1,8.861685
190,4519405107019776,-211,0.0405124,0.0272868,6.03927,-1.4263,-0.808085,3.41638,-1,8,1.6393087
191,4519405123801089,211,-473.849,-336.075,1215.5,-0.164227,0.405172,0.241727,1,2,0.4371897
192,4519817423880192,-211,-77.3969,12.2959,-1634.53,-0.311947,0.202521,-5.38355,-1,0,0.3719216
193,4519954862833664,321,0.0405124,0.0272868,6.03927,-1.05377,0.686247,-2.53828,1,15,1.2575238
194,4520023582310400,-321,0.0405124,0.0272868,6.03927,-1.27723,0.962103,-2.67176,-1,9,1.5990493
195,4520435899170816,211,-4.56046,1.27305,87.68,0.119547,-0.0836143,0.268936,1,1,0.14588638
196,4520985654984704,211,0.0405124,0.0272868,6.03927,-0.241961,-0.30044,5.26364,1,11,0.38575813
197,4521054374461440,-211,0.0405124,0.0272868,6.03927,-0.0629313,0.0796001,2.61631,-1,0,0.10147179
198,4521123093938176,211,0.0405124,0.0272868,6.03927,-0.106356,0.0380245,0.506077,1,0,0.11294893
199,4521191813414912,-211,0.0405124,0.0272868,6.03927,-0.163873,-0.20281,1.44753,-1,13,0.26074174
200,4521947727659008,13,-0.307045,-1.58241,7.08244,-1.48154,-3.61154,4.0828,-1,12,3.9036114
201,4522016447135744,211,0.0405124,0.0272868,6.03927,-0.602032,-0.92397,0.9815,1,14,1.1027979
202,4522085166612480,-211,0.0405124,0.0272868,6.03927,0.0155615,-1.27363,0.802658,-1,10,1.273725
203,4522153886089216,211,0.0405124,0.0272868,6.03927,-0.178477,-0.396009,1.37467,1,11,0.43436983
204,4522222605565952,-211,0.0405124,0.0272868,6.03927,-0.00714698,-0.109958,1.27787,-1,0,0.11019003
205,4522291325042688,211,0.0405124,0.0272868,6.03927,-0.317972,0.0228241,3.09058,1,16,0.3187901
206,4522841080856576,211,0.0405124,0.0272868,6.03927,0.0853749,0.749381,10.3283,1,13,0.7542286
207,4522909800333312,-211,0.0405124,0.0272868,6.03927,-0.166255,0.156383,6.06122,-1,14,0.22824629
208,4523115958763520,211,0.0405124,0.0272868,6.03927,-0.147157,0.32987,1.49099,1,12,0.3612055
209,4523184678240256,-211,0.0405124,0.0272868,6.03927,-0.348931,0.461801,2.97505,-1,9,0.57880306
210,4523253397716992,211,0.0405124,0.0272868,6.03927,-0.319188,-0.135025,-0.553449,1,10,0.34657282
211,4523322117193728,-211,0.0405124,0.0272868,6.03927,0.0232104,-0.206234,-0.334388,-1,10,0.20753597
212,4523665714577408,211,0.488292,-7.62242,114.986,-0.105266,0.0906291,0.670167,1,1,0.13890487
213,4524902665158656,211,0.0405124,0.0272868,6.03927,0.131017,-0.0685432,-0.42771,1,0,0.14786354
214,4524971384635392,-211,0.0405124,0.0272868,6.03927,-0.136566,0.134054,-0.167433,-1,2,0.19136548
215,4530606381727744,211,20.5469,-1.88562,121.261,0.328079,0.0346542,1.45136,1,14,0.32990414
216,4530743820681216,211,-10.5409,4.44425,10.1715,-0.500397,0.232073,0.0606378,1,11,0.5515932
217,4530743837462529,2212,-516.65,631.683,98.1634,-0.129014,0.324152,0.279227,1,3,0.34888268
218,4530743837466626,2212,-516.65,631.683,98.1634,0.143147,-0.240445,-0.322267,1,2,0.27983007
219,4530743837470722,211,-516.65,631.683,98.1634,-0.044508,0.147299,0.0710836,1,1,0.15387644
220,4530743837474818,2212,-516.65,631.683,98.1634,-0.0302306,0.120112,0.0108076,1,1,0.12385791
221,4530743837478914,2212,-516.65,631.683,98.1634,-0.0229212,0.103113,0.0111579,1,1,0.10562988
222,4531018698588160,211,-79.4834,-28.6717,204.253,-0.338199,-0.229003,0.51153,1,8,0.4084372
223,4531087418064896,-211,-79.4834,-28.6717,204.253,-0.332876,-0.0131782,1.16113,-1,7,0.33313674
224,4531156137541632,211,-11.9571,7.00607,-46.0658,-0.199205,0.352496,-1.40509,1,14,0.40489018
225,4531224857018368,-211,-11.9571,7.00607,-46.0658,-0.435955,0.0169647,-1.35339,-1,12,0.43628496
226,4531293576495104,211,2.34862,0.559163,-1.35666,0.22733,0.1264,-0.833281,1,4,0.26010746
227,4531293593276417,2212,249.413,54.9353,-824.627,-0.0340068,0.266252,-0.0582089,1,6,0.26841497
228,4531293593280514,211,249.413,54.9353,-824.627,-0.13465,-0.140312,-0.0832517,1,4,0.19446872
229,4533080282890240,321,0.493603,0.132182,7.25447,1.02553,0.281865,2.7761,1,7,1.0635599
230,4533080299671553,2212,353.422,60.7396,941.475,0.237453,0.108706,-0.0808291,1,6,0.26115307
231,4533423880273920,-211,-0.307045,-1.58241,7.08244,0.100673,-1.86989,0.610275,-1,13,1.872598
232,4535691623006208,11,0.0404664,0.0272307,6.03916,-0.0795119,-0.153531,-0.305359,-1,10,0.17289856
233,4538165524168704,211,0.493603,0.132182,7.25447,4.33801,0.816585,11.9372,1,14,4.4141974
234,4538234243645440,-211,0.493603,0.132182,7.25447,0.283985,-0.00233044,0.396525,-1,3,0.28399456
235,4538234277212162,-211,144.55,94.8174,131.632,-0.0967305,-0.0800132,-0.0263313,-1,1,0.12553446
236,4538234260426753,211,72.42,4.94865,108.489,-0.148567,-0.372124,0.1423,1,7,0.40068492
237,4538234260430850,2212,72.42,4.94865,108.489,0.322975,0.458088,0.112336,1,2,0.5604975
238,4538234260439042,2212,72.42,4.94865,108.489,0.10456,-0.0316481,0.14352,1,1,0.10924466
239,4538440402075648,-11,-0.337599,-1.9178,7.23994,0.287796,-0.511423,0.337002,1,14,0.58683896
240,4538990157889536,321,0.585482,0.164935,7.51993,1.94676,0.830745,4.76563,1,12,2.1166039
241,4539196316319744,211,522.283,45.9201,1346.18,1.0515,0.0129006,2.28573,1,3,1.0515791
242,4539265035796480,-211,522.283,45.9201,1346.18,2.59972,0.307501,7.08339,-1,4,2.6178427
243,4539333755273216,211,-0.337599,-1.9178,7.23994,-0.0190737,-0.208283,0.0550928,1,13,0.20915452
244,4539402474749952,-211,-0.337599,-1.9178,7.23994,-0.11671,-0.722599,0.398658,-1,15,0.7319635
245,4539471194226688,-211,0.585482,0.164935,7.51993,0.383697,0.184471,1.92182,-1,11,0.4257381
246,4539677352656896,211,0.585482,0.164935,7.51993,2.91762,0.655044,8.11655,1,12,2.9902492
247,9007336693694464,321,-0.00182521,-0.00595655,-67.5951,-2.2468,-0.676401,-6.51471,1,11,2.3464077
248,9008092607938560,211,-0.00182521,-0.00595655,-67.5951,-2.62127,1.95336,-2.22713,1,4,3.2690475
249,9008161327415296,-211,-0.00182521,-0.00595655,-67.5951,-0.884196,1.64367,-2.06826,-1,11,1.8664012
250,9008230046892032,211,-0.00182521,-0.00595655,-67.5951,-0.262516,1.30445,1.38792,1,12,1.3306031
251,9008298766368768,-211,-0.00182521,-0.00595655,-67.5951,0.73801,1.91136,0.0369062,-1,14,2.0488915
